url,label
http://g00gle.com.biz/secure-login&sess=E2027940C34C8634FB82,phish
https://homegoods.net/products/item346,legit
https://artgallery.edu/products/item195,legit
http://106.195.255.78/~login/index.html,phish
https://secure-bank.xyz/auth.php?token=utt52lk3tw0j49to5a7qnaabmoyd52mh68ndju39&redirect=http%3A%2F%2Flogin.com,phish
https://greenmarket.net,legit
http://payment-verify.cc/?id=702702,phish
https://community.edu/blog/135,legit
http://24.81.239.231/~admin/index.html&sess=CE0C9649F59B36A80C7D,phish
https://secure-portal.info/auth.php?token=r6zl1khw8gakh3ycqe8xavmnkw7wvy9rmjr211pv&redirect=http%3A%2F%2Fphish.com&sess=1812B55815D9AE67D0AC,phish
https://facebook.verify.example.top/signin.php?user=389,phish
http://micros0ft.com.biz/secure-login&sess=0FA0C4BB69719B3123D7,phish
https://datasource.org,legit
https://apple.account.web.online/signin.php?user=322&sess=C1D9952A9C549375205A,phish
http://update-portal-signin.cc/?id=644951,phish
http://220.125.180.7/~login/index.html,phish
https://secure-verify.biz/auth.php?token=k2rqmfswpy6efidxwihdrg8ygj9ks1k0dh3eigbr&redirect=http%3A%2F%2Fmalicious.com&sess=663D7B1992121CD9092C,phish
https://secure.secure.web.top/signin.php?user=629,phish
https://cityportal69.com,legit
https://artgallery25.gov/about,legit
https://cityportal.edu,legit
https://google.verify.example.top/signin.php?user=995&sess=0A0909CC714C89B69C90,phish
http://26.66.168.150/~admin/index.html,phish
https://datasource.gov/blog/98,legit
http://116.111.115.68/~verify/index.html,phish
https://community.io/products,legit
https://account-143.club/auth.php?token=us7psill0no8ol0v0hxef73ggaybfjh9krs51zeq&redirect=http%3A%2F%2Flogin.com,phish
https://travelguide.com/blog/72,legit
https://artgallery.io/products/item895,legit
http://154.65.215.175/~admin/index.html,phish
http://210.74.90.225/~login/index.html&sess=9A298AF777EC798D7AC9,phish
https://community.org/about,legit
http://secure7verify.info/?id=231543,phish
https://secure-bank.xyz/auth.php?token=o9gb1xac9m2zeh9h72iq4lu1by4iyv0n1smp85y7&redirect=http%3A%2F%2Flogin.com,phish
https://secure-portal.info/auth.php?token=h36motcg06xr3urmwuecpncc2keivli77jzc58cu&redirect=http%3A%2F%2Flogin.com,phish
https://secure.secure.web.site/signin.php?user=741,phish
https://streamline.co/,legit
https://secure-verify.biz/auth.php?token=58ng0dlhxbaac6qdcv2iyq9gntdwhmbun6xbelko&redirect=http%3A%2F%2Fmalicious.com&sess=A5B413B9F969A95599DD,phish
https://account-480.online/auth.php?token=hke226parsg70s1f537ye0qzsa7yvdqbsxlul6lg&redirect=http%3A%2F%2Fphish.com,phish
https://techworld46.co/about,legit
https://schoolportal.org,legit
https://homegoods.gov/user/profile/5128,legit
https://mediapoint.co/search?q=product,legit
https://community99.com/products/item467,legit
https://foodcorner.gov,legit
https://streamline.edu/contact,legit
http://paypa1.com.info/secure-login&sess=3A9279E4FB5AA27675AF,phish
https://marketplace84.gov,legit
http://payment-online-secure-login.online/?id=310683,phish
http://payment-portal.signin.online/?id=523565,phish
http://g00gle.com.xyz/secure-login&sess=E38BAFD4489FCC4ADCA4,phish
https://greenmarket.co/contact,legit
http://g00gle.com.info/secure-login,phish
https://artgallery10.edu/search?q=product,legit
http://42.96.169.231/~admin/index.html,phish
https://schoolportal47.edu/contact,legit
https://wallet.login.example.biz/signin.php?user=292,phish
https://learnhub.com/products/item604,legit
https://secure-update.cc/auth.php?token=rz3rj4biohk0veyd5mlgmxzzxheuoys78yp5ssm0&redirect=http%3A%2F%2Fmalicious.com,phish
https://datasource34.co/blog/16,legit
https://community.gov,legit
https://amazon.login.hosted.info/signin.php?user=384,phish
https://healthcare36.net/search?q=product,legit
http://239.67.43.19/~verify/index.html&sess=50E36E3AA59B868E13E4,phish
https://secure.account.web.info/signin.php?user=543,phish
https://account-663.online/auth.php?token=tu2aqhknqjge0utx7r07vppm86cxotx76d2kjrzc&redirect=http%3A%2F%2Flogin.com,phish
https://google.verify.web.cc/signin.php?user=553,phish
http://bankingverify.site/?id=150309,phish
http://g00gle.com.biz/secure-login&sess=F6A374A6DA5308F2B05E,phish
http://service.verify.site/?id=131394&sess=B23EE37F16727944AF4E,phish
https://marketplace.org/about,legit
http://192.36.125.76/~admin/index.html,phish
https://cityportal.org/about,legit
https://studyonline.com/blog/172,legit
https://foodcorner18.co/products,legit
https://studyonline.com/user/profile/4811,legit
https://community.com/blog/146,legit
http://16.22.248.50/~verify/index.html,phish
https://healthcare86.gov,legit
https://marketplace51.co/blog/16,legit
https://travelguide.com/products,legit
https://travelguide71.edu/,legit
http://login-verify.info/?id=169774,phish
http://applle.com.online/secure-login&sess=6EBE644CFA49CEC735F9,phish
https://greenmarket.edu/contact,legit
http://securesignin.club/?id=334784&sess=1216851FC800D64A3E69,phish
https://learnhub26.edu/blog/93,legit
http://applle.com.cc/secure-login,phish
https://google.verify.web.biz/signin.php?user=326,phish
https://studyonline76.edu/blog/251,legit
https://doccenter11.net/user/profile/8520,legit
https://researchlab11.co,legit
http://servicesecure-login.club/?id=606123&sess=26AD9A7745F40CBF8975,phish
http://account-verify.cc/?id=733674,phish
https://secure-portal.cc/auth.php?token=zg1igae7utei5cqom3oqcez5xtebi7t9p2jmw6i4&redirect=http%3A%2F%2Fmalicious.com,phish
http://verify.verify.top/?id=711135,phish
https://secure.account.example.top/signin.php?user=114&sess=C72184A760660C313595,phish
https://schoolportal46.com,legit
https://learnhub44.gov,legit
https://learnhub31.org/,legit
https://healthcare.com,legit
https://community.net/products,legit
https://secure-portal.club/auth.php?token=x2bd2fmoqxhglg4p0ft1afdtohrnqi7nl7olky5v&redirect=http%3A%2F%2Flogin.com,phish
https://techworld36.co/about,legit
https://healthcare43.com/blog/122,legit
http://g00gle.com.club/secure-login&sess=0D584FB45CD531B2E271,phish
http://174.12.92.63/~login/index.html,phish
https://secure-portal.cc/auth.php?token=1yf0dwwn6mbypjdfaw1lxxd8t18s1saxt8jh34ud&redirect=http%3A%2F%2Flogin.com,phish
http://verify53secure-login.club/?id=328075,phish
https://apple.account.hosted.info/signin.php?user=404,phish
https://learnhub.edu/products,legit
http://secureverify.info/?id=264230&sess=718034CC0F2B6CE9D26F,phish
https://studyonline.com/,legit
https://account-452.xyz/auth.php?token=44fbv46mu62oedr9rlqk0pqs2fnukm7y1uvjytmp&redirect=http%3A%2F%2Fphish.com&sess=286137881FA438001386,phish
https://healthcare43.edu/search?q=product,legit
https://community17.edu/blog/170,legit
http://168.185.173.84/~verify/index.html,phish
https://secure-bank.club/auth.php?token=y0xa0rk8cjre5c5jo5l02moyqj3izbt1kt7ga8sr&redirect=http%3A%2F%2Fmalicious.com,phish
http://paypa1.com.top/secure-login&sess=E2A910096E7202964E3A,phish
https://learnhub.gov/about,legit
http://paypa1.com.cc/secure-login,phish
https://marketplace22.gov,legit
https://amazon.secure.web.cc/signin.php?user=755&sess=46C8384946142198E4D8,phish
http://confirm81verify.info/?id=701530,phish
https://techworld.io/,legit
https://amazon.secure.hosted.club/signin.php?user=266&sess=EB06BA7AB805659506D7,phish
http://service15verify.top/?id=177087,phish
https://learnhub20.net/about,legit
https://microsoft.account.example.biz/signin.php?user=329&sess=2AA963B7AFCBE176836F,phish
https://techworld.com/products/item575,legit
http://amaz0n.com.online/secure-login,phish
https://streamline.gov,legit
http://confirm.secure-login.info/?id=193483,phish
https://apple.verify.web.club/signin.php?user=858&sess=1ACB480665D42093AC19,phish
https://community41.org,legit
http://90.25.251.22/~verify/index.html&sess=03C74E625C9561858277,phish
https://artgallery10.net/products,legit
https://amazon.verify.web.info/signin.php?user=896,phish
https://homegoods14.org/blog/98,legit
https://community25.com/products/item100,legit
https://datasource.co/blog/72,legit
https://google.login.web.xyz/signin.php?user=402,phish
https://homegoods.net,legit
https://foodcorner.edu/search?q=product,legit
https://techworld.net/products/item829,legit
https://homegoods10.edu/search?q=product,legit
https://account-390.online/auth.php?token=gz2ueaxylnfxj4pnjy1o2rntjlmz04x0qzfhomtz&redirect=http%3A%2F%2Flogin.com,phish
https://secure.verify.example.club/signin.php?user=625,phish
https://bestshop21.io/about,legit
https://bestshop17.net/,legit
https://homegoods32.net/search?q=product,legit
https://schoolportal.org/contact,legit
https://schoolportal29.io/blog/140,legit
https://travelguide26.edu,legit
https://datasource.io/user/profile/1320,legit
http://26.219.138.117/~login/index.html,phish
http://117.222.143.236/~login/index.html,phish
http://192.226.70.226/~login/index.html,phish
https://artgallery.edu/products/item142,legit
https://learnhub92.edu/blog/47,legit
http://94.106.67.40/~admin/index.html&sess=55DC1FE6916F79A6B1D7,phish
http://143.147.92.40/~verify/index.html&sess=C0299F95623A6E43C925,phish
https://account-851.biz/auth.php?token=okpviddy0nxr2yq373zn5roues0mxvl57cnkwstv&redirect=http%3A%2F%2Flogin.com,phish
https://foodcorner.co/blog/136,legit
https://secure-update.info/auth.php?token=wlar0wh0rfiuprog710eq8o9s4znmzofe98wp94p&redirect=http%3A%2F%2Fphish.com,phish
https://travelguide83.com,legit
https://learnhub.net/products/item651,legit
https://studyonline.net/search?q=product,legit
https://healthcare.io/search?q=product,legit
https://account-799.xyz/auth.php?token=304abiscw1pz117ib22zu6sjjfzp0t57gocrk53o&redirect=http%3A%2F%2Fphish.com,phish
http://verify18-verify.top/?id=126486&sess=21340D763C9659B41AFD,phish
https://healthcare.edu/search?q=product,legit
http://banking-online.account.xyz/?id=739206,phish
https://artgallery89.io/search?q=product,legit
https://techworld.com,legit
https://techworld.net/about,legit
http://loginsecure-login.xyz/?id=818936,phish
https://travelguide56.net/products/item655,legit
https://account-936.biz/auth.php?token=7e1047wwbslulzfy981udp2fmr0tjopz1rhouu9s&redirect=http%3A%2F%2Fmalicious.com,phish
https://travelguide.gov/search?q=product,legit
https://datasource.edu/contact,legit
https://facebook.account.example.cc/signin.php?user=573&sess=3F98F9EAFEC3BDF55659,phish
https://greenmarket.io/products/item339,legit
http://amaz0n.com.xyz/secure-login,phish
https://account-985.info/auth.php?token=2yj0974wxub0gz1vhhgy8nnkl3er9om3p9m7qntf&redirect=http%3A%2F%2Fphish.com,phish
http://account73-secure-login.cc/?id=774726&sess=ECB22FDA2D584254D7D3,phish
https://learnhub95.co/products,legit
https://community39.io/products,legit
https://openlibrary.co/user/profile/8368,legit
http://193.53.110.96/~verify/index.html&sess=772F1BCFFB573ADCCB78,phish
https://datasource88.net/,legit
https://homegoods.io/contact,legit
https://healthcare35.io/products/item928,legit
https://secure.login.web.top/signin.php?user=225&sess=C5F2C28FE4E04272D372,phish
http://116.52.154.63/~login/index.html,phish
https://account-510.site/auth.php?token=byt2iiennngvdlv0wgd4hkpwi25y4xvrydafv87v&redirect=http%3A%2F%2Fphish.com&sess=CB04BA2D3C3D3BFD16BA,phish
http://confirm.verify.online/?id=490532&sess=0C39744E0A66A843AE6E,phish
https://bestshop.co/products/item228,legit
https://datasource.org/user/profile/6580,legit
https://mediapoint.io/user/profile/1567,legit
https://secure.secure.hosted.site/signin.php?user=857,phish
https://greenmarket20.io,legit
https://travelguide.gov/contact,legit
https://researchlab96.com/about,legit
https://secure-verify.cc/auth.php?token=7f8tsxk6819y207merbyeawhmlvhs21hd4y89orv&redirect=http%3A%2F%2Flogin.com&sess=7FFEF97B5196E6908C3B,phish
https://cityportal21.io/search?q=product,legit
https://mediapoint72.gov/user/profile/4657,legit
https://datasource.net,legit
https://google.secure.hosted.info/signin.php?user=821&sess=223ADF925A913BCD455E,phish
https://wallet.account.web.biz/signin.php?user=152,phish
https://studyonline85.edu/contact,legit
http://accountsecure-login.info/?id=630734,phish
http://27.120.87.68/~verify/index.html,phish
https://account-582.club/auth.php?token=gadktoc1yfmhbyhz43xz6olba117nidp9mgyh523&redirect=http%3A%2F%2Fmalicious.com,phish
http://12.210.5.146/~verify/index.html,phish
http://updatesecure-login.info/?id=316612&sess=B17EF3205B2BE13DDC1B,phish
http://176.137.223.132/~login/index.html&sess=92966B5047427DE366CD,phish
https://secure.secure.example.top/signin.php?user=148,phish
https://artgallery52.com/contact,legit
https://bestshop49.co/about,legit
https://healthcare29.co/products/item462,legit
https://bestshop.io/contact,legit
https://secure-portal.biz/auth.php?token=lpf4g9h0y05ml51aatn209qvwas1udjoau4du0fi&redirect=http%3A%2F%2Flogin.com,phish
https://greenmarket.io/blog/78,legit
https://doccenter.gov/products,legit
https://travelguide.org/,legit
https://datasource.gov/contact,legit
https://wallet.secure.web.biz/signin.php?user=781,phish
https://account-543.site/auth.php?token=77hns54gwdfo1nnj5rxc4xj4a3s8pgbzq35aw3ov&redirect=http%3A%2F%2Flogin.com&sess=C1C2BF6CD2C2E2172F33,phish
http://payment-account.biz/?id=255875&sess=CC55B3D80165B0873614,phish
https://techworld.co/search?q=product,legit
https://cityportal.com/,legit
http://accountsignin.info/?id=493929,phish
https://techworld40.edu,legit
https://secure.verify.example.club/signin.php?user=498&sess=900739D48D8616B42E41,phish
https://greenmarket43.org/,legit
https://account-806.biz/auth.php?token=uhiwzwt994pn8qix43irgm5dkoybesirq4tp1na6&redirect=http%3A%2F%2Fphish.com,phish
http://213.79.26.235/~verify/index.html&sess=D5D816CE971129DC2038,phish
https://learnhub.net,legit
https://travelguide8.gov/,legit
http://48.247.119.113/~login/index.html,phish
http://84.10.118.169/~admin/index.html,phish
https://secure.verify.example.club/signin.php?user=672&sess=5E2ED90063AA20555D7C,phish
https://amazon.verify.example.top/signin.php?user=668,phish
https://researchlab.gov/products,legit
https://doccenter.net/search?q=product,legit
https://cityportal70.net,legit
https://researchlab.co/blog/241,legit
https://homegoods.com/products,legit
https://bestshop.co,legit
https://google.secure.example.site/signin.php?user=195&sess=6E64B106E4C472181306,phish
http://152.180.219.96/~admin/index.html,phish
https://techworld84.com/about,legit
http://verify-verify.biz/?id=622894,phish
https://learnhub84.co/blog/111,legit
https://homegoods41.co/products/item736,legit
http://loginverify.xyz/?id=988029,phish
https://openlibrary.org,legit
https://learnhub75.net/contact,legit
https://community98.com/,legit
https://travelguide.co,legit
https://openlibrary.gov/,legit
https://cityportal94.gov/products/item987,legit
https://schoolportal.net,legit
https://learnhub.io/search?q=product,legit
https://secure-update.info/auth.php?token=yy1em30vvijvddwvb853gqd7wkr1tfepz614umnw&redirect=http%3A%2F%2Fmalicious.com,phish
https://studyonline.net/about,legit
https://researchlab95.edu/user/profile/7033,legit
https://studyonline15.org/blog/20,legit
https://schoolportal.org/about,legit
http://145.121.152.164/~login/index.html,phish
https://cityportal.edu/blog/42,legit
https://openlibrary.net/products,legit
http://webmail-secure-login.club/?id=140551,phish
https://greenmarket77.com/,legit
http://account17.secure-login.cc/?id=455591,phish
https://datasource.io/,legit
https://cityportal.co,legit
https://schoolportal.io/user/profile/5803,legit
http://121.193.53.147/~admin/index.html,phish
https://researchlab.edu/search?q=product,legit
https://community.org/products/item672,legit
http://210.111.188.197/~admin/index.html&sess=AA7AAEDDF91EA19C443F,phish
https://bank.account.hosted.top/signin.php?user=591,phish
https://travelguide.com/about,legit
https://marketplace.gov,legit
http://service-portalsignin.cc/?id=774843&sess=3E342171494463AB8FA4,phish
https://community.com/,legit
https://artgallery95.edu/user/profile/3147,legit
http://account-online.verify.club/?id=205758&sess=EE6B8A14C45D8614D0F1,phish
https://secure-portal.biz/auth.php?token=3pt5r5rc6zs62ywe1g983ep9p9w4j66cnoljq52w&redirect=http%3A%2F%2Flogin.com&sess=339BB66788E431C03400,phish
https://studyonline.gov/user/profile/1472,legit
https://secure-portal.info/auth.php?token=425wj0y17vz2qz9d46kt79aaxn45jo52f0u4suxr&redirect=http%3A%2F%2Fmalicious.com,phish
http://service-onlineverify.club/?id=884388,phish
https://streamline.gov/contact,legit
https://healthcare9.edu,legit
https://amazon.login.web.club/signin.php?user=169,phish
https://studyonline25.net/contact,legit
http://149.207.9.171/~admin/index.html,phish
https://mediapoint23.io/products/item26,legit
https://artgallery.com/search?q=product,legit
https://homegoods35.edu/blog/135,legit
http://verifyaccount.biz/?id=612616,phish
http://service.account.biz/?id=256939,phish
https://healthcare69.co/search?q=product,legit
https://community.gov/about,legit
https://account-494.xyz/auth.php?token=k1zwuhywm7s6nbnqbnxzu1emtx015z11l6spbnqs&redirect=http%3A%2F%2Fmalicious.com,phish
http://g00gle.com.biz/secure-login,phish
https://apple.secure.hosted.top/signin.php?user=430,phish
http://paypa1.com.club/secure-login,phish
https://secure.verify.example.cc/signin.php?user=269,phish
https://healthcare.co/products/item196,legit
https://doccenter.net/,legit
http://banking.secure-login.biz/?id=979562,phish
https://account-919.biz/auth.php?token=8sa3idy3c7rm6j8y6rh05hhiwfd7yxw1tbrwr965&redirect=http%3A%2F%2Fphish.com&sess=3A612204C9515AD3F3E2,phish
https://facebook.login.web.cc/signin.php?user=482&sess=208E837767A1AA19BED7,phish
https://bank.secure.hosted.xyz/signin.php?user=505&sess=04166E01EDA539F45BB1,phish
https://openlibrary45.org/,legit
https://secure-verify.biz/auth.php?token=t5nhxf4t8ma1024rv3nsxof6t6weggh02wpkqj39&redirect=http%3A%2F%2Fphish.com,phish
https://account-151.site/auth.php?token=xi5p2qfs7glb82motz60fiigu72dd9eqsimyo7wy&redirect=http%3A%2F%2Fmalicious.com&sess=A4DCB935CF861CC10ED1,phish
http://webmailverify.online/?id=806942&sess=D7365F637975BD58F9AE,phish
http://secure.secure-login.top/?id=962239,phish
http://micros0ft.com.online/secure-login,phish
https://travelguide.gov/about,legit
https://schoolportal99.gov/products/item349,legit
https://bank.verify.hosted.biz/signin.php?user=646&sess=19F036B062EF6C468FC7,phish
https://bestshop74.io/,legit
http://applle.com.top/secure-login&sess=C1D04D5918CF6A6076D5,phish
https://travelguide17.io/products,legit
https://doccenter.com/search?q=product,legit
https://foodcorner.net/search?q=product,legit
https://homegoods15.net,legit
https://google.account.web.site/signin.php?user=814,phish
https://studyonline.co/blog/208,legit
https://marketplace.com/search?q=product,legit
https://studyonline.org/products,legit
https://learnhub.org/products,legit
https://openlibrary11.edu/products/item98,legit
https://homegoods.org/blog/264,legit
https://healthcare.edu/blog/162,legit
https://homegoods.gov/blog/192,legit
https://schoolportal.com/search?q=product,legit
http://189.135.48.131/~admin/index.html,phish
http://190.102.64.45/~login/index.html,phish
https://techworld.net/products,legit
http://confirmaccount.biz/?id=496818,phish
http://confirm-secure-login.info/?id=101581,phish
https://apple.verify.web.top/signin.php?user=527,phish
https://microsoft.verify.example.biz/signin.php?user=397,phish
https://amazon.secure.example.cc/signin.php?user=846&sess=DD0FE8445819D9EBFF8B,phish
http://g00gle.com.cc/secure-login,phish
https://artgallery.edu/blog/267,legit
http://amaz0n.com.club/secure-login,phish
http://verify-signin.cc/?id=501533,phish
https://account-439.info/auth.php?token=s1a2r5bfycw8ihyfz9s9vs1qekw7bzyi9v8u9da1&redirect=http%3A%2F%2Fphish.com&sess=F8CEFBC6E1E84CB3A707,phish
https://secure-bank.cc/auth.php?token=do61xn8dk13zp84jrh8iptc16ze7blp7dgt60pv7&redirect=http%3A%2F%2Flogin.com&sess=7F30FDACFCA7470034ED,phish
https://doccenter9.edu/products,legit
https://community.edu/blog/114,legit
https://homegoods.net/blog/152,legit
http://g00gle.com.cc/secure-login&sess=941818DE590EC50EA087,phish
http://payment-signin.xyz/?id=499948,phish
https://secure-update.biz/auth.php?token=kb3pkbqy3ot760rs6c4x56v3dgs9gt0r0vip35t5&redirect=http%3A%2F%2Flogin.com&sess=D69A6350491509D06C6F,phish
https://streamline84.edu/user/profile/6253,legit
https://datasource84.org/,legit
https://techworld.gov/search?q=product,legit
https://researchlab11.org/user/profile/7818,legit
https://secure.secure.hosted.biz/signin.php?user=625,phish
https://google.verify.hosted.site/signin.php?user=140,phish
https://mediapoint.io/products/item982,legit
https://techworld.edu/products,legit
https://marketplace29.co/blog/195,legit
https://healthcare51.org/blog/220,legit
http://167.96.48.219/~admin/index.html,phish
https://healthcare.com/contact,legit
https://marketplace.org/user/profile/1972,legit
https://doccenter22.edu/contact,legit
http://paypa1.com.top/secure-login&sess=78D43B7C04A77DEBD46C,phish
https://doccenter61.com/products,legit
https://techworld39.co,legit
http://applle.com.xyz/secure-login&sess=E69F2AAAEA5EF306E96F,phish
https://apple.verify.web.cc/signin.php?user=184,phish
http://99.74.137.74/~admin/index.html,phish
http://g00gle.com.xyz/secure-login,phish
https://secure.secure.hosted.top/signin.php?user=170&sess=D45EAC83575C4CF1940A,phish
http://account-portalsecure-login.site/?id=130237&sess=FB5D748D6CA5CCFDD8CE,phish
https://healthcare.co/contact,legit
https://datasource.com/contact,legit
https://openlibrary87.gov/,legit
https://secure.login.hosted.cc/signin.php?user=624&sess=5F46BC0E562051C7A814,phish
https://researchlab.net/contact,legit
https://researchlab.edu/user/profile/7868,legit
https://bestshop39.io/search?q=product,legit
https://openlibrary47.com/products,legit
https://learnhub.org/blog/150,legit
http://verifysignin.info/?id=899440&sess=F7215C0CBE4325597785,phish
http://18.1.40.155/~login/index.html,phish
https://amazon.secure.hosted.online/signin.php?user=176,phish
https://community24.io/products,legit
https://travelguide18.io,legit
https://community57.com/user/profile/6277,legit
https://mediapoint.com/about,legit
https://homegoods.co/products,legit
https://secure-verify.cc/auth.php?token=yg1hb3z30zbtvfh7b0ahi1ywt3hko1cmrt7jhdsz&redirect=http%3A%2F%2Flogin.com,phish
https://account-268.cc/auth.php?token=babhwikvnzz3zw0sd7sbz75eufvhp7srk58hegiv&redirect=http%3A%2F%2Fphish.com&sess=149588262E17E1D079FA,phish
http://update14signin.top/?id=608512,phish
https://bestshop.io,legit
https://marketplace.io/products,legit
https://secure.verify.web.cc/signin.php?user=602,phish
https://secure-bank.biz/auth.php?token=gb2rh7326xpj2qi80ka3r2dxjoxv6y6jztrhxjnj&redirect=http%3A%2F%2Flogin.com,phish
http://amaz0n.com.site/secure-login&sess=CA3AD5E00418B0F784DE,phish
https://account-918.biz/auth.php?token=24gpzbomvibzyfggk82p5yro1wodgzdn9s8tsnc1&redirect=http%3A%2F%2Flogin.com,phish
https://marketplace.gov/products/item694,legit
http://payment-secureaccount.site/?id=962852,phish
http://158.105.105.26/~verify/index.html&sess=12AE0190CD98851F6364,phish
https://greenmarket37.gov,legit
https://account-325.club/auth.php?token=2wwg84d4r9v4k00ilu6vfua9bq1btr23qiua08ek&redirect=http%3A%2F%2Flogin.com,phish
https://streamline.net/blog/95,legit
https://techworld18.edu,legit
https://openlibrary40.gov,legit
https://secure-update.club/auth.php?token=g190feqqhc5s88okr7phni2mlw2ek0brz0eraxp2&redirect=http%3A%2F%2Fphish.com,phish
https://streamline.gov/blog/228,legit
https://cityportal.net/products,legit
